04/10/2021,1532,Austria,5
03/10/2021,2000,Austria,7
02/10/2021,1953,Austria,4
01/10/2021,1997,Austria,6
30/09/2021,2536,Austria,14
29/09/2021,1338,Austria,7
28/09/2021,1267,Austria,5
27/09/2021,1556,Austria,6
26/09/2021,2029,Austria,4
25/09/2021,1803,Austria,10
24/09/2021,1708,Austria,9
23/09/2021,2089,Austria,12
22/09/2021,1242,Austria,17
21/09/2021,1162,Austria,7
20/09/2021,1708,Austria,7
19/09/2021,2072,Austria,5
18/09/2021,2235,Austria,9
17/09/2021,2283,Austria,8
16/09/2021,2638,Austria,8
15/09/2021,1859,Austria,7
14/09/2021,1227,Austria,4
13/09/2021,1891,Austria,0
12/09/2021,2431,Austria,5
11/09/2021,2259,Austria,5
10/09/2021,2157,Austria,3
09/09/2021,2505,Austria,6
08/09/2021,1496,Austria,8
07/09/2021,1342,Austria,7
06/09/2021,1729,Austria,5
05/09/2021,1865,Austria,4
04/09/2021,1733,Austria,7
03/09/2021,1549,Austria,3
02/09/2021,1821,Austria,6
01/09/2021,1265,Austria,1
31/08/2021,1092,Austria,2
30/08/2021,1339,Austria,5
29/08/2021,1408,Austria,4
28/08/2021,1490,Austria,2
27/08/2021,1535,Austria,2
26/08/2021,1618,Austria,2
25/08/2021,1014,Austria,3
24/08/2021,971,Austria,2
23/08/2021,1174,Austria,2
22/08/2021,1309,Austria,1
21/08/2021,1321,Austria,2
20/08/2021,1179,Austria,0
19/08/2021,1293,Austria,0
18/08/2021,864,Austria,0
17/08/2021,715,Austria,0
16/08/2021,871,Austria,2
15/08/2021,997,Austria,2
14/08/2021,967,Austria,2
13/08/2021,879,Austria,0
12/08/2021,894,Austria,1
11/08/2021,584,Austria,1
10/08/2021,343,Austria,1
09/08/2021,587,Austria,1
08/08/2021,673,Austria,1
07/08/2021,553,Austria,1
06/08/2021,485,Austria,2
05/08/2021,597,Austria,1
04/08/2021,376,Austria,2
03/08/2021,332,Austria,1
02/08/2021,444,Austria,1
01/08/2021,593,Austria,0
31/07/2021,517,Austria,1
30/07/2021,495,Austria,0
29/07/2021,528,Austria,0
28/07/2021,404,Austria,1
27/07/2021,291,Austria,2
26/07/2021,323,Austria,1
25/07/2021,368,Austria,0
24/07/2021,406,Austria,1
23/07/2021,463,Austria,0
22/07/2021,400,Austria,0
21/07/2021,306,Austria,0
20/07/2021,248,Austria,0
19/07/2021,325,Austria,0
18/07/2021,466,Austria,1
17/07/2021,328,Austria,0
16/07/2021,310,Austria,1
15/07/2021,268,Austria,2
14/07/2021,283,Austria,0
13/07/2021,87,Austria,0
12/07/2021,156,Austria,0
11/07/2021,25,Austria,0
10/07/2021,117,Austria,0
09/07/2021,130,Austria,1
08/07/2021,111,Austria,1
07/07/2021,90,Austria,0
06/07/2021,45,Austria,0
05/07/2021,73,Austria,3
04/07/2021,145,Austria,3
03/07/2021,163,Austria,1
02/07/2021,55,Austria,0
01/07/2021,36,Austria,1
30/06/2021,100,Austria,1
29/06/2021,75,Austria,1
28/06/2021,67,Austria,2
27/06/2021,129,Austria,0
26/06/2021,115,Austria,3
25/06/2021,101,Austria,3
24/06/2021,121,Austria,0
23/06/2021,108,Austria,2
22/06/2021,118,Austria,1
21/06/2021,109,Austria,2
20/06/2021,149,Austria,4
19/06/2021,132,Austria,2
18/06/2021,171,Austria,1
17/06/2021,181,Austria,3
16/06/2021,-171,Austria,2
15/06/2021,64,Austria,3
14/06/2021,216,Austria,4
13/06/2021,214,Austria,3
12/06/2021,234,Austria,0
11/06/2021,262,Austria,4
10/06/2021,328,Austria,4
09/06/2021,280,Austria,4
08/06/2021,259,Austria,5
07/06/2021,355,Austria,4
06/06/2021,304,Austria,2
05/06/2021,286,Austria,4
04/06/2021,323,Austria,6
03/06/2021,472,Austria,6
02/06/2021,364,Austria,4
01/06/2021,152,Austria,5
31/05/2021,366,Austria,5
30/05/2021,570,Austria,8
29/05/2021,538,Austria,6
28/05/2021,639,Austria,9
27/05/2021,405,Austria,6
26/05/2021,287,Austria,5
25/05/2021,342,Austria,9
24/05/2021,520,Austria,7
23/05/2021,626,Austria,10
22/05/2021,671,Austria,6
21/05/2021,603,Austria,2
20/05/2021,866,Austria,12
19/05/2021,630,Austria,8
18/05/2021,391,Austria,9
17/05/2021,676,Austria,12
16/05/2021,684,Austria,6
15/05/2021,721,Austria,11
14/05/2021,1100,Austria,21
13/05/2021,1179,Austria,6
12/05/2021,968,Austria,13
11/05/2021,670,Austria,17
10/05/2021,1009,Austria,9
09/05/2021,1251,Austria,18
08/05/2021,1383,Austria,16
07/05/2021,1220,Austria,14
06/05/2021,1682,Austria,22
05/05/2021,1297,Austria,16
04/05/2021,888,Austria,25
03/05/2021,1732,Austria,24
02/05/2021,1655,Austria,15
01/05/2021,2231,Austria,21
30/04/2021,1995,Austria,27
29/04/2021,2286,Austria,20
28/04/2021,1557,Austria,22
27/04/2021,1380,Austria,16
26/04/2021,2091,Austria,23
25/04/2021,2231,Austria,13
24/04/2021,2407,Austria,27
23/04/2021,2347,Austria,18
22/04/2021,2377,Austria,42
21/04/2021,2005,Austria,21
20/04/2021,1792,Austria,23
19/04/2021,2159,Austria,31
18/04/2021,2591,Austria,28
17/04/2021,2348,Austria,26
16/04/2021,2561,Austria,33
15/04/2021,2855,Austria,29
14/04/2021,2032,Austria,28
13/04/2021,1770,Austria,26
12/04/2021,2139,Austria,26
11/04/2021,3559,Austria,35
10/04/2021,2432,Austria,31
09/04/2021,3052,Austria,36
08/04/2021,3006,Austria,22
07/04/2021,2077,Austria,28
06/04/2021,2268,Austria,39
05/04/2021,2915,Austria,26
04/04/2021,3693,Austria,34
03/04/2021,3077,Austria,30
02/04/2021,3058,Austria,28
01/04/2021,3107,Austria,25
31/03/2021,2810,Austria,31
30/03/2021,3240,Austria,28
29/03/2021,2667,Austria,23
28/03/2021,3896,Austria,25
27/03/2021,3487,Austria,30
26/03/2021,3516,Austria,23
25/03/2021,3262,Austria,18
24/03/2021,2715,Austria,30
23/03/2021,2306,Austria,27
22/03/2021,2918,Austria,20
21/03/2021,4051,Austria,30
20/03/2021,3304,Austria,24
19/03/2021,3507,Austria,32
18/03/2021,2814,Austria,22
17/03/2021,2487,Austria,24
16/03/2021,1910,Austria,25
15/03/2021,2664,Austria,27
14/03/2021,3325,Austria,25
13/03/2021,3009,Austria,25
12/03/2021,2847,Austria,19
11/03/2021,2847,Austria,21
10/03/2021,2194,Austria,18
09/03/2021,1965,Austria,18
08/03/2021,2281,Austria,26
07/03/2021,2846,Austria,18
06/03/2021,2319,Austria,16
05/03/2021,2691,Austria,21
04/03/2021,2497,Austria,17
03/03/2021,1926,Austria,15
02/03/2021,1148,Austria,22
01/03/2021,456112,Austria,8531
04/10/2021,0,Belgium,0
03/10/2021,0,Belgium,0
02/10/2021,0,Belgium,0
01/10/2021,0,Belgium,0
30/09/2021,2,Belgium,2
29/09/2021,1088,Belgium,7
28/09/2021,2342,Belgium,7
27/09/2021,2611,Belgium,13
26/09/2021,719,Belgium,7
25/09/2021,1206,Belgium,7
24/09/2021,2239,Belgium,7
23/09/2021,2070,Belgium,10
22/09/2021,2163,Belgium,11
21/09/2021,2220,Belgium,5
20/09/2021,2928,Belgium,6
19/09/2021,649,Belgium,7
18/09/2021,1255,Belgium,9
17/09/2021,2380,Belgium,5
16/09/2021,2420,Belgium,1
15/09/2021,2312,Belgium,7
14/09/2021,2491,Belgium,8
13/09/2021,2914,Belgium,7
12/09/2021,676,Belgium,7
11/09/2021,1300,Belgium,7
10/09/2021,2320,Belgium,7
09/09/2021,2096,Belgium,6
08/09/2021,2180,Belgium,9
07/09/2021,2356,Belgium,9
06/09/2021,2784,Belgium,7
05/09/2021,731,Belgium,8
04/09/2021,1239,Belgium,10
03/09/2021,2151,Belgium,6
02/09/2021,2107,Belgium,6
01/09/2021,2220,Belgium,7
31/08/2021,2355,Belgium,4
30/08/2021,2938,Belgium,5
29/08/2021,832,Belgium,4
28/08/2021,1370,Belgium,4
27/08/2021,2215,Belgium,5
26/08/2021,2182,Belgium,6
25/08/2021,2395,Belgium,7
24/08/2021,2451,Belgium,6
23/08/2021,2653,Belgium,3
22/08/2021,954,Belgium,7
21/08/2021,1281,Belgium,7
20/08/2021,2242,Belgium,9
19/08/2021,2004,Belgium,9
18/08/2021,2258,Belgium,4
17/08/2021,2243,Belgium,3
16/08/2021,2830,Belgium,4
15/08/2021,766,Belgium,2
14/08/2021,1347,Belgium,4
13/08/2021,2269,Belgium,5
12/08/2021,2156,Belgium,3
11/08/2021,1983,Belgium,2
10/08/2021,2214,Belgium,2
09/08/2021,2592,Belgium,5
08/08/2021,922,Belgium,3
07/08/2021,1272,Belgium,3
06/08/2021,2134,Belgium,3
05/08/2021,1834,Belgium,3
04/08/2021,1873,Belgium,4
03/08/2021,1946,Belgium,5
02/08/2021,2244,Belgium,5
01/08/2021,1056,Belgium,1
31/07/2021,1186,Belgium,3
30/07/2021,1797,Belgium,6
29/07/2021,1779,Belgium,6
28/07/2021,1752,Belgium,1
27/07/2021,1599,Belgium,4
26/07/2021,2108,Belgium,1
25/07/2021,783,Belgium,2
24/07/2021,1155,Belgium,3
23/07/2021,1655,Belgium,2
22/07/2021,1912,Belgium,4
21/07/2021,791,Belgium,3
20/07/2021,1956,Belgium,0
19/07/2021,2131,Belgium,0
18/07/2021,839,Belgium,2
17/07/2021,1104,Belgium,0
16/07/2021,1567,Belgium,2
15/07/2021,1390,Belgium,2
14/07/2021,1446,Belgium,1
13/07/2021,1429,Belgium,0
12/07/2021,1764,Belgium,2
11/07/2021,780,Belgium,0
10/07/2021,1004,Belgium,5
09/07/2021,1288,Belgium,2
08/07/2021,1227,Belgium,2
07/07/2021,1171,Belgium,0
06/07/2021,1043,Belgium,1
05/07/2021,997,Belgium,3
04/07/2021,366,Belgium,2
03/07/2021,520,Belgium,3
02/07/2021,724,Belgium,3
01/07/2021,675,Belgium,5
30/06/2021,631,Belgium,2
29/06/2021,567,Belgium,5
28/06/2021,604,Belgium,2
27/06/2021,188,Belgium,3
26/06/2021,263,Belgium,2
25/06/2021,401,Belgium,5
24/06/2021,345,Belgium,5
23/06/2021,399,Belgium,5
22/06/2021,373,Belgium,3
21/06/2021,487,Belgium,5
20/06/2021,139,Belgium,3
19/06/2021,275,Belgium,6
18/06/2021,426,Belgium,9
17/06/2021,452,Belgium,7
16/06/2021,422,Belgium,6
15/06/2021,540,Belgium,6
14/06/2021,771,Belgium,5
13/06/2021,210,Belgium,4
12/06/2021,392,Belgium,6
11/06/2021,785,Belgium,9
10/06/2021,767,Belgium,7
09/06/2021,843,Belgium,6
